CodeElement, passed(s), failed(s), totalpassed, totalfailed
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:39, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:46, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:47, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:44, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:45, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:51, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:50, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:49, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:48, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:55, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:54, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:53, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:52, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:59, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:58, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:57, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:56, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:63, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:62, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:61, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:60, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:68, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:69, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:70, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:71, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:64, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:65, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:66, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:67, 1, 0, 2086, 1
org.apache.commons.math.exception.util.LocalizedFormats:<clinit>:76, 1, 0, 2086, 1
